"Внешний код";"Наименование элемента";"Артикул [ARTNUMBER]";"Бренд [MANUFACTURER]";"Название раздела";"Название раздела";"Название раздела";"Цена ""Розничная цена""";"Валюта для цены ""Розничная цена"""
"00-00002275";"Прожектор светодиодный COB";"002275";"SWG";"Светильники";"Уличные";"Прожекторы";"2407.00";"RUB"
"00-00002277";"Прожектор светодиодный COB";"002277";"SWG";"Светильники";"Уличные";"Прожекторы";"3386.00";"RUB"
"00-00002279";"Прожектор светодиодный COB";"002279";"SWG";"Светильники";"Уличные";"Прожекторы";"4071.00";"RUB"
"00000000384";"Прожектор светодиодный COB";"000384";"SWG";"Светильники";"Уличные";"Прожекторы";"4708.00";"RUB"
"00-00000302";"Прожектор светодиодный COB";"000302";"SWG";"Светильники";"Уличные";"Прожекторы";"5074.00";"RUB"
"00-00002281";"Прожектор светодиодный COB RGB";"002281";"SWG";"Светильники";"Уличные";"Прожекторы";"2572.00";"RUB"
"00-00002282";"Прожектор светодиодный COB RGB";"002282";"SWG";"Светильники";"Уличные";"Прожекторы";"3858.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Прожекторы";"";"";""
"00-00002283";"Прожектор светодиодный COB RGB";"002283";"SWG";"Светильники";"Уличные";"Прожекторы";"4637.00";"RUB"
"00-00002248";"Прожектор светодиодный SMD";"002248";"SWG";"Светильники";"Уличные";"Прожекторы";"979.00";"RUB"
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Прожекторы";"";"";""
"00-00002249";"Прожектор светодиодный SMD";"002249";"SWG";"Светильники";"Уличные";"Прожекторы";"1593.00";"RUB"
"00-00002250";"Прожектор светодиодный SMD";"002250";"SWG";"Светильники";"Уличные";"Прожекторы";"2006.00";"RUB"
"00-00002251";"Прожектор светодиодный SMD";"002251";"SWG";"Светильники";"Уличные";"Прожекторы";"3138.00";"RUB"
"00-00002252";"Прожектор светодиодный SMD";"002252";"SWG";"Светильники";"Уличные";"Прожекторы";"4767.00";"RUB"
"00-00002253";"Прожектор светодиодный SMD";"002253";"SWG";"Светильники";"Уличные";"Прожекторы";"5664.00";"RUB"
"00-00002254";"Прожектор светодиодный SMD";"002254";"SWG";"Светильники";"Уличные";"Прожекторы";"1050.00";"RUB"
"00-00002255";"Прожектор светодиодный SMD";"002255";"SWG";"Светильники";"Уличные";"Прожекторы";"1746.00";"RUB"
"00-00002256";"Прожектор светодиодный SMD";"002256";"SWG";"Светильники";"Уличные";"Прожекторы";"2230.00";"RUB"
"00-00002257";"Прожектор светодиодный SMD";"002257";"SWG";"Светильники";"Уличные";"Прожекторы";"3469.00";"RUB"
"00-00002258";"Прожектор светодиодный SMD";"002258";"SWG";"Светильники";"Уличные";"Прожекторы";"5251.00";"RUB"
"00-00002259";"Прожектор светодиодный SMD";"002259";"SWG";"Светильники";"Уличные";"Прожекторы";"6454.00";"RUB"
"00-00002260";"Прожектор светодиодный SMD";"002260";"SWG";"Светильники";"Уличные";"Прожекторы";"2183.00";"RUB"
"00-00002262";"Прожектор светодиодный SMD";"002262";"SWG";"Светильники";"Уличные";"Прожекторы";"2961.00";"RUB"
"00-00002264";"Прожектор светодиодный SMD";"002264";"SWG";"Светильники";"Уличные";"Прожекторы";"3599.00";"RUB"
"00-00002261";"Прожектор светодиодный SMD";"002261";"SWG";"Светильники";"Уличные";"Прожекторы";"2407.00";"RUB"
"00-00002263";"Прожектор светодиодный SMD";"002263";"SWG";"Светильники";"Уличные";"Прожекторы";"3256.00";"RUB"
"00-00002265";"Прожектор светодиодный SMD";"002265";"SWG";"Светильники";"Уличные";"Прожекторы";"3964.00";"RUB"
"IP44";"Прозрачное стекло IP44";"-";"";"Светильники";"COMBO 2";"";"";""
"00-00008803";"Прозрачное стекло IP65 C2-GL-IP";"008803";"";"Светильники";"COMBO 2";"";"637.00";"RUB"
"00-00006395";"Профили для гибкой шины Linea light 81426";"006395";"";"Светильники";"Люстры";"Италия";"15340.00";"RUB"
"00-00006396";"Профили для гибкой шины Linea light 81430";"006396";"";"Светильники";"Люстры";"Италия";"6832.00";"RUB"
"00-00012150";"Профиль LED в гипсокартон PG-FLC-30";"012150";"SWG PRO";"Профильные системы";"Профили для ленты";"Серия PG";"2891.00";"RUB"
"00-00012149";"Профиль LED в гипсокартон PG-TR2-35";"012149";"SWG PRO";"Профильные системы";"Профили для ленты";"Серия PG";"2454.00";"RUB"
"00-00008660";"Профиль LED для гипсокартона матовый PG-3525-MT";"008660";"SWG PRO";"Профильные системы";"Профили для ленты";"Серия PG";"7457.00";"RUB"
"00-00008659";"Профиль LED для гипсокартона микропризма PG-3525-MP";"008659";"SWG PRO";"Профильные системы";"Профили для ленты";"Серия PG";"7457.00";"RUB"
"00-00006369";"Профиль Lumfer BP01 безрамный потолок";"006369";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"4177.00";"RUB"
"00-00005941";"Профиль Lumfer LS4970";"005941";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"10608.00";"RUB"
"00-00005937";"Профиль Lumfer N01";"005937";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"4410.00";"RUB"
"00-00005978";"Профиль Lumfer N01";"005978";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"7068.00";"RUB"
"00-00005938";"Профиль Lumfer PL01";"005938";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"4472.00";"RUB"
"00-00005939";"Профиль Lumfer PP01";"005939";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"3209.00";"RUB"
"00-00007474";"Профиль Lumfer TR30";"007474";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"4330.00";"RUB"
"00-00005940";"Профиль Lumfer TR50";"005940";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"12614.00";"RUB"
"00-00001971";"Профиль алюминиевый DesignLed LE.2613";"001971";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LE";"3351.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LE";"";""
"00-00001082";"Профиль алюминиевый DesignLed LE.4932";"001082";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LE";"7221.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LE";"";""
"00-00003118";"Профиль алюминиевый DesignLed LE.4932-W";"003118";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LE";"7221.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LE";"";""
"00-00001078";"Профиль алюминиевый DesignLed LE.6332";"001078";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LE";"9687.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LE";"";""
"00-00003116";"Профиль алюминиевый DesignLed LE.6332-W";"003116";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LE";"9687.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LE";"";""
"00-00001080";"Профиль алюминиевый DesignLed LE.8832";"001080";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LE";"12213.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LE";"";""
"00-00003117";"Профиль алюминиевый DesignLed LE.8832-W";"003117";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LE";"12213.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LE";"";""
"00-00003192";"Профиль алюминиевый DesignLed LG.2814";"003192";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LG";"5050.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LG";"";""
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Профиль";"";"";""
"00-00001500";"Профиль алюминиевый DesignLed LG.6423";"001500";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LG";"0.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LG";"";""
"00-00001972";"Профиль алюминиевый DesignLed LS.0709";"001972";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"2678.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00002166";"Профиль алюминиевый DesignLed LS.1613";"002166";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"3681.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00003120";"Профиль алюминиевый DesignLed LS.1613-W";"003120";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"3681.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00001766";"Профиль алюминиевый DesignLed LS.1911K";"001766";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"4130.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00003434";"Профиль алюминиевый DesignLed LS.1911P";"003434";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"0.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00001081";"Профиль алюминиевый DesignLed LS.3535";"001081";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"6714.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00003561";"Профиль алюминиевый DesignLed LS.3535-W";"003561";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"6714.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00001842";"Профиль алюминиевый DesignLed LS.4932";"001842";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"6855.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00001083";"Профиль алюминиевый DesignLed LS.4970";"001083";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"12177.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00003119";"Профиль алюминиевый DesignLed LS.4970-W";"003119";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"11328.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00001499";"Профиль алюминиевый DesignLed LS.5050";"001499";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"9015.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00003121";"Профиль алюминиевый DesignLed LS.5050-W";"003121";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"9699.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Профиль";"";"";""
"00-00001079";"Профиль алюминиевый DesignLed LS.7477";"001079";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LS";"11304.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LS";"";""
"00-00001077";"Профиль алюминиевый DesignLed LT.120";"001077";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LT";"22632.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LT";"";""
"00-00001076";"Профиль алюминиевый DesignLed LT.60";"001076";"DesignLed";"Профильные системы";"Профили для ленты";"Серия LT";"9416.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия LT";"";""
"00-00001084";"Профиль алюминиевый DesignLed PS.3452";"001084";"DesignLed";"Профильные системы";"Профили для ленты";"Серия PS";"6065.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия PS";"";""
"00-00001501";"Профиль алюминиевый DesignLed STEP 3819B";"001501";"DesignLed";"Профильные системы";"Профили для ленты";"Серия ARC";"4012.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия ARC";"";""
"00-00003266";"Профиль алюминиевый Lumker L.5570-B";"003266";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"11540.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003265";"Профиль алюминиевый Lumker L.5570-W";"003265";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"11540.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003268";"Профиль алюминиевый Lumker L.9086-B";"003268";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"16826.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003267";"Профиль алюминиевый Lumker L.9086-W";"003267";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"16826.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003224";"Профиль алюминиевый Lumker L5570";"003224";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"11540.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"00-00003225";"Профиль алюминиевый Lumker L9086";"003225";"Lumker";"Профильные системы";"Профили для ленты";"Серия L";"16826.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Серия L";"";""
"09-00900087";"Профиль алюминиевый SWG ARC-2744STEP";"900087";"SWG";"Профильные системы";"Профили для ленты";"Арxитектурный профиль (Серия ARC)";"3669.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Арxитектурный профиль ARC";"";""
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Профиль";"";"";""
"00-00001762";"Профиль алюминиевый SWG ARC-5319PL";"001762";"SWG";"Профильные системы";"Профили для ленты";"Арxитектурный профиль (Серия ARC)";"2230.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Арxитектурный профиль ARC";"";""
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Профиль";"";"";""
"00-00000903";"Профиль алюминиевый SWG ARC-608FL";"000903";"SWG";"Профильные системы";"Профили для ленты";"Арxитектурный профиль (Серия ARC)";"2076.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Арxитектурный профиль ARC";"";""
"00-00007139";"Профиль алюминиевый SWG PRO FL-1908-67";"007139";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"1026.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00005089";"Профиль алюминиевый SWG PRO PE49";"005089";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"5770.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00005486";"Профиль алюминиевый SWG PRO PE49-2.5";"005486";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"5675.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00005090";"Профиль алюминиевый SWG PRO PE63";"005090";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"7493.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Профиль";"";"";""
"00-00005706";"Профиль алюминиевый SWG PRO PE63-2.5";"005706";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"7493.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00005087";"Профиль алюминиевый SWG PRO PS50";"005087";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"8519.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00005705";"Профиль алюминиевый SWG PRO PS50-2.5";"005705";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"8425.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00005088";"Профиль алюминиевый SWG PRO PT60";"005088";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"7481.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"";"";"";"";"Акция";"";"";"";""
"";"";"";"";"Акция";"Профиль";"";"";""
"00-00005487";"Профиль алюминиевый SWG PRO PT60-2.5";"005487";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"8979.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00007136";"Профиль алюминиевый SWG PRO RC-3545-2.5";"007136";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"5428.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00007138";"Профиль алюминиевый SWG PRO RC-4425-2.5";"007138";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"2253.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00007137";"Профиль алюминиевый SWG PRO RC-5023-2.5";"007137";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"2253.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00000084";"Профиль алюминиевый SWG RC-1030";"000084";"SWG";"Профильные системы";"Профили для ленты";"Встраиваемый профиль (Серия RC)";"1545.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Встраиваемый профиль RC";"";""
"00000000985";"Профиль алюминиевый SWG RC-2206";"000985";"SWG";"Профильные системы";"Профили для ленты";"Встраиваемый профиль (Серия RC)";"1073.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Встраиваемый профиль RC";"";""
"00-00002452";"Профиль алюминиевый SWG RC-2212";"002452";"SWG";"Профильные системы";"Профили для ленты";"Встраиваемый профиль (Серия RC)";"1144.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Встраиваемый профиль RC";"";""
"09-00900083";"Профиль алюминиевый SWG RC-3006";"900083";"SWG";"Профильные системы";"Профили для ленты";"Встраиваемый профиль (Серия RC)";"1616.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Встраиваемый профиль RC";"";""
"00000000984";"Профиль алюминиевый SWG SF-1506";"000984";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"554.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00000000986";"Профиль алюминиевый SWG SF-1612";"000986";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"1062.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00-00000086";"Профиль алюминиевый SWG SF-1616";"000086";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"861.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00-00001761";"Профиль алюминиевый SWG SF-1915";"001761";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"3492.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00-00001373";"Профиль алюминиевый SWG SF-1919";"001373";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"2171.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00000000987";"Профиль алюминиевый SWG SF-2006";"000987";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"1250.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00-00000085";"Профиль алюминиевый SWG SF-2121-RD";"000085";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"2076.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00-00001138";"Профиль алюминиевый SWG SF-3030";"001138";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"2253.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00-00001763";"Профиль алюминиевый SWG SF-3535";"001763";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"4873.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00-00001137";"Профиль алюминиевый SWG SF-4411";"001137";"SWG";"Профильные системы";"Профили для ленты";"Накладной профиль (Серия SF)";"3138.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Накладной профиль SF";"";""
"00-00002307";"Профиль алюминиевый гибкий SWG ARC-1806FLEX";"002307";"SWG";"Профильные системы";"Профили для ленты";"Арxитектурный профиль (Серия ARC)";"1439.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Арxитектурный профиль ARC";"";""
"00-00007141";"Профиль пластиковый SWG PRO SF-1517-65";"007141";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"1498.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00007140";"Профиль пластиковый SWG PRO SF-1616-65";"007140";"SWG PRO";"Профильные системы";"Профили для ленты";"Профиль PRO";"1663.00";"RUB"
"";"";"";"";"Подсветка";"Профиль";"Профиль PRO";"";""
"00-00007391";"Прямой коннектор для одноцветной ленты";"007391";"SWG";"Подсветка";"Светодиодная лента";"Неоновая лента";"224.00";"RUB"
"00-00007392";"Прямой коннектор для РГБ ленты";"007392";"SWG";"Подсветка";"Светодиодная лента";"Неоновая лента";"259.00";"RUB"
"easy112";"Пульт Easydim DESK-CCT";"";"";"Управление светом";"Пульты и настенные панели";"";"2700.00";"RUB"
"easy111";"Пульт Easydim DESK-DIM";"";"";"Управление светом";"Пульты и настенные панели";"";"2700.00";"RUB"
"easy110";"Пульт Easydim DESK-MINI";"";"";"Управление светом";"Пульты и настенные панели";"";"1000.00";"RUB"
"easy113";"Пульт Easydim DESK-RGB";"";"";"Управление светом";"Пульты и настенные панели";"";"2700.00";"RUB"
"00-00002311";"Пульт EasyDim R-1RGBW";"002311";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты SIMPLE";"2206.00";"RUB"
"00-00001523";"Пульт EasyDim R-4CCT";"001523";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты COLORS";"6808.00";"RUB"
"easy114";"Пульт Easydim R-4CCT";"";"";"Управление светом";"Пульты и настенные панели";"";"3900.00";"RUB"
"00-00001524";"Пульт EasyDim R-4RGB";"001524";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты COLORS";"6124.00";"RUB"
"easy115";"Пульт Easydim R-4RGB";"";"";"Управление светом";"Пульты и настенные панели";"";"3600.00";"RUB"
"00-00001603";"Пульт EasyDim R-6RGB";"001603";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты COLORS";"8755.00";"RUB"
"easy116";"Пульт Easydim R-6RGB";"";"";"Управление светом";"Пульты и настенные панели";"";"5100.00";"RUB"
"00-00001520";"Пульт EasyDim R-K4";"001520";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты SIMPLE";"1970.00";"RUB"
"easy108";"Пульт Easydim R-K4";"";"";"Управление светом";"Пульты и настенные панели";"";"1200.00";"RUB"
"00-00001521";"Пульт EasyDim R-K8";"001521";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты SIMPLE";"2725.00";"RUB"
"easy109";"Пульт Easydim R-K8";"";"";"Управление светом";"Пульты и настенные панели";"";"1600.00";"RUB"
"00-00001518";"Пульт EasyDim R-TS";"001518";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты SIMPLE";"3764.00";"RUB"
"easy106";"Пульт Easydim R-TS";"";"";"Управление светом";"Пульты и настенные панели";"";"2200.00";"RUB"
"00-00001519";"Пульт EasyDim R-TSCCT";"001519";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты SIMPLE";"3764.00";"RUB"
"easy107";"Пульт Easydim R-TSCCT";"";"";"Управление светом";"Пульты и настенные панели";"";"2200.00";"RUB"
"00-00002312";"Пульт EasyDim R-Z3";"002312";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты SIMPLE";"3091.00";"RUB"
"00-00001872";"Пульт EasyDim R-Z4";"001872";"EasyDim";"Управление светом";"Беспроводная система EasyDim";"Пульты SIMPLE";"3091.00";"RUB"
"00-00011304";"Пульт ES-B-R4K-RGBW";"011304";"Easydim";"Управление светом";"Беспроводная система Easybus";"";"5546.00";"RUB"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Пульты";"";""
"00-00011305";"Пульт с сенсорным кольцом ES-B-R4S-RGBW";"011305";"Easydim";"Управление светом";"Беспроводная система Easybus";"";"7528.00";"RUB"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Пульты";"";""
"00-00008774";"Радио панель ES-B-W-K4-CF";"008774";"Easydim";"Управление светом";"Беспроводная система Easybus";"";"5522.00";"RUB"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Настенные панели";"";""
"00-00008773";"Радио передатчик ES-B-W-TX4-CF";"008773";"Easydim";"Управление светом";"Беспроводная система Easybus";"";"6490.00";"RUB"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Настенные панели";"";""
"00-00007497";"Радио пульт EASYBUS на 3 зоны и 5 сцен для управления RGB, RGBW, RGB+CC, 3В батарейка";"007497";"EasyDim";"Управление светом";"Беспроводная система Easybus";"";"5557.00";"RUB"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Пульты";"";""
"00-00007496";"Радио пульт EASYBUS на 4 зоны и 2 сцены, 3В батарейка";"007496";"EasyDim";"Управление светом";"Беспроводная система Easybus";"";"4354.00";"RUB"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Пульты";"";""
"00-00002734";"Радиовыключатель SW2-1000";"002734";"SWG";"Управление светом";"Контроллеры и диммеры";"Серия SW";"1510.00";"RUB"
"00-00002733";"Радиовыключатель SW3-1000";"002733";"SWG";"Управление светом";"Контроллеры и диммеры";"Серия SW";"1510.00";"RUB"
"00-00001995";"Радиовыключатель SW4-1000";"001995";"SWG";"Управление светом";"Контроллеры и диммеры";"Серия SW";"1628.00";"RUB"
"00-00004144";"Рамка COMBO-1";"004144";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1121.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004143";"Рамка COMBO-1";"004143";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1121.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004145";"Рамка COMBO-1";"004145";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1121.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004146";"Рамка COMBO-1";"004146";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1121.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004147";"Рамка COMBO-1";"004147";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1758.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004148";"Рамка COMBO-1";"004148";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1758.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004149";"Рамка COMBO-1";"004149";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1758.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004150";"Рамка COMBO-1";"004150";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1758.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004177";"Рамка COMBO-3";"004177";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"979.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004178";"Рамка COMBO-3";"004178";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"979.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004175";"Рамка COMBO-34";"004175";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"979.00";"RUB"
