"Внешний код";"Длинное наименование [OLD_NAME]";"Артикул [ARTNUMBER]";"Бренд [MANUFACTURER]";"Название раздела";"Название раздела";"Название раздела";"Цена ""Розничная цена""";"Валюта для цены ""Розничная цена""";"Количество на складе ""Основной склад (с. Дмитровское)"""
"00-00007087";"Рассеиватель черный в катушке для профиля LE.4932";"007087";"DesignLed";"Профильные системы";"Профили для ленты";"Комплектующие";"802.00";"RUB";"773"
"00-00005944";"Гибкий рассеиватель для профиля KS-9 LumFer PL01 «Парящая линия»";"005944";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"200.00";"RUB";"0"
"00-00009028";"Рассеиватель для профиля LumFer PP01 «Парящий потолок»";"009028";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"837.00";"RUB";""
"00-00005943";"Рассеиватель для профиля PP01 LumFer PL01 «Парящая линия»";"005943";"LumFer";"Профильные системы";"Профили для натяжного потолка";"Серия LF";"2664.00";"RUB";"0"
"00-00008805";"";"008805";"";"Светильники";"COMBO 2";"";"271.00";"RUB";"482"
"00-00008804";"";"008804";"";"Светильники";"COMBO 2";"";"271.00";"RUB";"90"
"00-00008804";"";"008804";"";"Светильники";"COMBO 2";"";"271.00";"RUB";"90"
"00-00007382";"РГБ контроллер для неоновой ленты";"007382";"SWG";"Подсветка";"Светодиодная лента";"Неоновая лента";"2619.00";"RUB";"22"
"00-00007501";"Реле EASYBUS AC 220В для подключения к обычному выключателю, без нейтрали, 400Вт";"007501";"EasyDim";"Управление светом";"Беспроводная система Easybus";"";"7339.00";"RUB";"328"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Приемники";"";"";""
"00-00007490";"Реле EASYBUS AC 220В, с функцией Push switch, 400Вт.";"007490";"EasyDim";"Управление светом";"Беспроводная система Easybus";"";"5793.00";"RUB";"334"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Приемники";"";"";""
"00-00011302";"Ретранслятор bluetooth mesh ES-B-EXT Easydim";"011302";"Easydim";"Управление светом";"Беспроводная система Easybus";"";"5546.00";"RUB";"0"
"";"";"";"";"Управление светом";"Беспроводная система Easybus";"Ретранслятор Easybus";"";"";""
"00-00004335";"Рефлектор COMBO/VILLY, угол рассеивания 15°";"004335";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"283.00";"RUB";"22"
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"00-00004336";"Рефлектор COMBO/VILLY, угол рассеивания 25°";"004336";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"283.00";"RUB";"136"
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"00-00004337";"Рефлектор COMBO/VILLY, угол рассеивания 38°";"004337";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"283.00";"RUB";"114"
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"00-00006777";"Рефлектор с линзой COMBO, угол рассеивания 15-19°";"006777";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"271.00";"RUB";"356"
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"00-00006778";"Рефлектор с линзой COMBO, угол рассеивания 22-25°";"006778";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"271.00";"RUB";"430"
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"00-00006727";"Светильник  NIKED CIRCLE UNION D600-400 H45 b45 H70 LED 45W";"006727";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"53147.00";"RUB";""
"00-00006724";"Светильник  NIKED CIRCLE подвесной D400 H45 b45 H70 LED  18W";"006724";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"25157.00";"RUB";""
"00-00006726";"Светильник  NIKED CIRCLE подвесной D600 H45 b45 H70 LED 27W";"006726";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"27989.00";"RUB";""
"00-00006742";"Светильник  RADIUS D600 LED 52 W";"006742";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"57584.00";"RUB";""
"00-00006715";"Светильник  SECTION
SQUARE  (Сторона 520мм)х4 Профиль 35х35 LED 55W";"006715";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"43671.00";"RUB";""
"00-00006716";"Светильник  SECTION
UNION 520х520 -300х300 Профиль 35х35 LED 84W";"006716";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"63472.00";"RUB";""
"00-00008394";"";"008394";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"34871.00";"RUB";""
"00-00001981";"Универсальный светильник Circ A Белый 8 3000 AT15017-1C";"001981";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"15611.00";"RUB";"0"
"00-00001982";"Универсальный светильник Circ B Белый 12 3000 AT15017-1B";"001982";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"20378.00";"RUB";"2"
"00-00001983";"Универсальный светильник Circ C Белый 18 3000 AT15017-1A";"001983";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"24980.00";"RUB";"0"
"00-00001988";"Светильник настольный Crops 1 Белый 6 3000 AT13048-1S";"001988";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"19717.00";"RUB";""
"00-00001987";"Люстра подвесная декоративная Crops 7 Хром 57 3000 AX13048-7B";"001987";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"62280.00";"RUB";""
"00-00002036";"Декоративный светильник LINE A Черный 17,28 3000 AB15014-1A-BL";"002036";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"23659.00";"RUB";"16"
"00-00003003";"Декоративный светильник LINE A белый 17.28 3000 AB15014-1A-WH";"003003";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"23659.00";"RUB";"18"
"00-00002037";"Декоративный светильник LINE B Черный 12,6 3000 AB15014-1B-BL";"002037";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"18738.00";"RUB";"16"
"00-00003004";"Декоративный светильник LINE B белый 12,6 3000 AB15014-1B-WH";"003004";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"18738.00";"RUB";"20"
"00-00002038";"Декоративный светильник LINE C Черный 13,86 3000 AB15014-1C-BL";"002038";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"20709.00";"RUB";""
"00-00003005";"Декоративный светильник LINE C белый 13.86 3000 AB15014-1C-WH";"003005";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"20709.00";"RUB";""
"00-00001984";"Подвесной потолочный светильник SFERA A-W Белый 3 3000 AD13012-1S";"001984";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"6572.00";"RUB";"24"
"00-00001985";"Подвесной потолочный светильник SFERA B-B Черный 3 3000 AD13012-1M";"001985";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"6903.00";"RUB";"0"
"00-00001986";"Подвесной потолочный светильник SFERA C-CH Хром 3 3000 AD13012-1L";"001986";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"7233.00";"RUB";"0"
"00-00002445";"Люстра подвесная декоративная SPACE Белый 54 3000 AD15018-3A";"002445";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"75260.00";"RUB";""
"00-00002039";"Люстра подвесная декоративная Spring Хром 67 3000 AD14036-11A-CH";"002039";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"89715.00";"RUB";"0"
"00-00001978";"Люстра подвесная декоративная Spring Черный 67 3000 AD14036-11A-BK";"001978";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"89715.00";"RUB";"0"
"00-00001977";"Люстра подвесная декоративная Spring Белый 67 3000 AD14036-11A-WH";"001977";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"89715.00";"RUB";"10"
"00-00001975";"потолочный светильник Triple B Черный 21,6 3000 AX14031-B-BL-WW";"001975";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"17912.00";"RUB";"21"
"00-00002041";"потолочный светильник Triple B Белый 21,6 3000 AX14031-B-WH-WW";"002041";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"17912.00";"RUB";"0"
"00-00001976";"потолочный светильник Triple C Белый 30 3000 AX14031-C-WH-WW";"001976";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"22844.00";"RUB";"14"
"00-00002042";"потолочный светильник Triple C Черный 30 3000 AX14031-C-BL-WW";"002042";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"22844.00";"RUB";"23"
"00-00002040";"потолочный светильник Triple А Черный 12 3000 AX14031-A-BL-WW";"002040";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"13145.00";"RUB";"27"
"00-00001974";"потолочный светильник Triple А Белый 12 3000 AX14031-A-WH-WW";"001974";"DesignLed";"Светильники";"Декоративное освещение";"Люстры";"13145.00";"RUB";"9"
"00-00006751";"Светильник BIFACIAL накладной D370 Н100 LED 33W.";"006751";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"31930.00";"RUB";""
"00-00012308";"Светильник BIFACIAL D650 H230 подвесной 4000К черный";"012308";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"26585.00";"RUB";"0"
"00-00006706";"Светильник CIRCLE  подвесной D400 H45 B45 LED 32W";"006706";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"26797.00";"RUB";""
"00-00006708";"Светильник CIRCLE  подвесной D600H45 B45 LED 50W";"006708";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"34113.00";"RUB";""
"00-00006738";"Светильник CIRCLE PLANT подвесной D400 H70 B110 LED 18W";"006738";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"34420.00";"RUB";""
"00-00006711";"Светильник CIRCLE UNION D1000-700-400 H45 B45 LED 95W";"006711";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"125386.00";"RUB";""
"00-00006710";"Светильник CIRCLE UNION D600-400 H45 B45 LED 45W";"006710";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"44925.00";"RUB";""
"00-00006709";"Светильник CIRCLE UNION D600-400 H45 B45 LED 82W";"006709";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"60911.00";"RUB";""
"00-00012301";"Светильник черный CIRCLE подвесной D500 H45 B45 LED 41W";"012301";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"26841.00";"RUB";"0"
"00-00012302";"Светильник черный CIRCLE подвесной D500 H45 B45 LED 41W белый";"012302";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"22312.00";"RUB";"0"
"00-00006707";"Светильник CIRCLE подвесной D500 H45 B45 LED 41W";"006707";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"32237.00";"RUB";""
"00-00003769";"Светильник  встраиваемый , серия COMBO, Белый, 12Вт, IP20, Теплый белый (3000К)";"003769";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4519.00";"RUB";""
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Прожекторы";"";"";"";""
"00-00003771";"Светильник  встраиваемый , серия COMBO, Черный, 12Вт, IP20, Нейтральный белый (4000К)";"003771";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4519.00";"RUB";"2"
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00003772";"Светильник  встраиваемый , серия COMBO, Черный, 12Вт, IP20, Нейтральный белый (4000К)";"003772";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4519.00";"RUB";""
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"00-00003770";"Светильник  встраиваемый , серия COMBO, Белый, 12Вт, IP20, Теплый белый (3000К)";"003770";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"4519.00";"RUB";"0"
"";"";"";"";"Светильники";"COMBO";"";"";"";""
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Прожекторы";"";"";"";""
"00-00006714";"Светильник CYBER STEP подвесной L800 H45 B80 LED 23W";"006714";"Estetta";"Светильники";"Декоративное освещение";"Люстры";"47294.00";"RUB";""
"00-00006967";"Светильник светодиодный потолочный встраиваемый , серия AL, Черно-белый, 7Вт, IP65, Теплый белый (3000К)";"006967";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"6218.00";"RUB";"5"
"00-00006968";"Светильник светодиодный потолочный встраиваемый , серия AL, Черно-белый, 7Вт, IP65, Нейтральный белый (4000К)";"006968";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"6218.00";"RUB";"2"
"00-00002339";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 7Вт, IP20, Нейтральный белый (4000К)";"002339";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1227.00";"RUB";"0"
"00-00002340";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 7Вт, IP20, Теплый белый (3000К)";"002340";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1227.00";"RUB";"1"
"00-00002341";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 12Вт, IP20, Нейтральный белый (4000К)";"002341";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1923.00";"RUB";"0"
"00-00002352";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 12Вт, IP20, Теплый белый (3000К)";"002352";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1923.00";"RUB";"4"
"00-00002343";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 18Вт, IP20, Нейтральный белый (4000К)";"002343";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"3245.00";"RUB";"126"
"00-00002344";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 18Вт, IP20, Теплый белый (3000К)";"002344";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"3245.00";"RUB";"292"
"00-00002345";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 30Вт, IP20, Нейтральный белый (4000К)";"002345";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"4377.00";"RUB";"16"
"00-00002346";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 7Вт, IP20, Нейтральный белый (4000К)";"002346";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1227.00";"RUB";"1"
"00-00002347";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 7Вт, IP20, Теплый белый (3000К)";"002347";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1227.00";"RUB";"182"
"00-00002348";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 12Вт, IP20, Нейтральный белый (4000К)";"002348";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1923.00";"RUB";"1"
"00-00002342";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 12Вт, IP20, Теплый белый (3000К)";"002342";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1923.00";"RUB";"53"
"00-00002349";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 18Вт, IP20, Нейтральный белый (4000К)";"002349";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"3245.00";"RUB";"0"
"00-00002350";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 18Вт, IP20, Теплый белый (3000К)";"002350";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"3245.00";"RUB";"150"
"00-00002351";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 30Вт, IP20, Нейтральный белый (4000К)";"002351";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"4377.00";"RUB";"26"
"00-00012767";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 7Вт, IP20, Нейтральный белый (4000К)";"012767";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1014.00";"RUB";"548"
"00-00013129";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 7Вт, IP20, Теплый белый (3000К)";"013129";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1014.00";"RUB";"0"
"00-00013130";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 7Вт, IP20, Нейтральный белый (4000К)";"013130";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1014.00";"RUB";"69"
"00-00013134";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 7Вт, IP20, Теплый белый (3000К)";"013134";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1014.00";"RUB";""
"00-00012768";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 12 Вт, IP20, Нейтральный белый (4000К)";"012768";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1427.00";"RUB";"0"
"00-00013131";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Белый, 12Вт, IP20, Теплый белый (3000К)";"013131";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1156.00";"RUB";"0"
"00-00013135";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 12 Вт, IP20, Нейтральный белый (4000К)";"013135";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1427.00";"RUB";"0"
"00-00013136";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-KZ, Черный, 12 Вт, IP20, Теплый белый (3000К)";"013136";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1427.00";"RUB";"0"
"00-00002962";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1003, Черный, 35 (max)Вт, IP20";"002962";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"1758.00";"RUB";"20"
"00-00002963";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1003, Белый, 35 (max)Вт, IP20";"002963";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"1758.00";"RUB";"1"
"00-00002972";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1004, Белый, 35 (max)Вт, IP20";"002972";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"1923.00";"RUB";"3"
"00-00002973";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1004, Черный, 35 (max)Вт, IP20";"002973";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"1923.00";"RUB";"1"
"00-00002974";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-MJ-1006, Белый, 10Вт, IP20, Теплый белый (3000К)";"002974";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"7009.00";"RUB";"0"
"00-00002985";"Светильник под лампу Gu10 потолочный встраиваемый наклонный, серия DL-MJ-1006, Белый, 35 (max)Вт, IP20";"002985";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"2631.00";"RUB";"0"
"00-00002986";"Светильник под лампу Gu10 потолочный встраиваемый наклонный, серия DL-MJ-1006, Черный, 35 (max)Вт, IP20";"002986";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"2631.00";"RUB";"27"
"00-00002983";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1012, Белый, 35 (max)Вт, IP20";"002983";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"5262.00";"RUB";"0"
"00-00002984";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1012, Черный, 35 (max)Вт, IP20";"002984";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"5262.00";"RUB";"42"
"00-00002975";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1031, Белый, 35 (max)Вт, IP20";"002975";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"2808.00";"RUB";"175"
"00-00002976";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1031, Черный, 35 (max)Вт, IP20";"002976";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"2808.00";"RUB";"285"
"00-00002979";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1034, Белый, 35 (max)Вт, IP20";"002979";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"2891.00";"RUB";"1"
"00-00002980";"Светильник под лампу Gu10 потолочный встраиваемый, серия DL-MJ-1034, Черный, 35 (max)Вт, IP20";"002980";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"2891.00";"RUB";"434"
"00-00002328";"Светильник светодиодный потолочный накладной , серия DL-SPL, Белый, 18Вт, IP20, Теплый белый (3000К)";"002328";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"7398.00";"RUB";"7"
"00-00002848";"Светильник светодиодный потолочный накладной , серия DL-SPL, Черный, 18Вт, IP20, Теплый белый (3000К)";"002848";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"7398.00";"RUB";"210"
"00-00005430";"Светильник светодиодный потолочный накладной , серия DL-SPL, Белый, 18Вт, IP20, Нейтральный белый (4000К)";"005430";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"7398.00";"RUB";"0"
"00-00005429";"Светильник светодиодный потолочный накладной , серия DL-SPL, Черный, 18Вт, IP20, Нейтральный белый (4000К)";"005429";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"7398.00";"RUB";"0"
"00-00002992";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-UM9, Ч/Б, 6Вт, IP20, Теплый белый (3000К)";"002992";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"7009.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002993";"Светильник светодиодный диммируемый потолочный встраиваемый наклонный, серия DL-UM9, Ч/Б, 6Вт, IP20, Теплый белый (3000К)";"002993";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"10525.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002994";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-UM9, Ч/Б, 12Вт, IP20, Теплый белый (3000К)";"002994";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"9640.00";"RUB";"0"
"00-00002995";"Светильник светодиодный диммируемый потолочный встраиваемый наклонный, серия DL-UM9, Ч/Б, 12Вт, IP20, Теплый белый (3000К)";"002995";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"13145.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002996";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-UM9, Ч/Б, 18Вт, IP20, Теплый белый (3000К)";"002996";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"12272.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002997";"Светильник светодиодный диммируемый потолочный встраиваемый наклонный, серия DL-UM9, Ч/Б, 18Вт, IP20, Теплый белый (3000К)";"002997";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"16661.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002998";"Светильник светодиодный потолочный встраиваемый наклонный, серия DL-UM9, Ч/Б, 48Вт, IP20, Теплый белый (3000К)";"002998";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"35069.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002644";"Светильник светодиодный потолочный встраиваемый поворотный, серия DL-UM9, Белый, 13Вт, IP20, Теплый белый (3000К)";"002644";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"7009.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00002645";"Светильник светодиодный потолочный встраиваемый поворотный, серия DL-UM9, Белый, 13Вт, IP20, Нейтральный белый (4000К)";"002645";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"7009.00";"RUB";"0"
"00-00002646";"Светильник светодиодный потолочный встраиваемый поворотно-выдвижной, серия DL-UM9, Белый, 7Вт, IP20, Теплый белый (3000К)";"002646";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"4908.00";"RUB";""
"00-00002647";"Светильник светодиодный потолочный встраиваемый поворотно-выдвижной, серия DL-UM9, Белый, 7Вт, IP20, Нейтральный белый (4000К)";"002647";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"4908.00";"RUB";"0"
"00-00002648";"Светильник светодиодный потолочный накладной поворотный, серия DL-UM9, Белый, 13Вт, IP20, Теплый белый (3000К)";"002648";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"6737.00";"RUB";"0"
"00-00002649";"Светильник светодиодный потолочный накладной поворотный, серия DL-UM9, Белый, 13Вт, IP20, Нейтральный белый (4000К)";"002649";"DesignLed";"Светильники";"Потолочные";"Накладные потолочные ";"6737.00";"RUB";"0"
"00-00001326";"Светильник светодиодный потолочный встраиваемый наклонный, серия DSG-R, Белый, 5Вт, IP33, Нейтральный белый (4000-4500К)";"001326";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB";""
"00-00001327";"Светильник светодиодный потолочный встраиваемый наклонный, серия DSG-R, Белый, 5Вт, IP33, Теплый белый (3200К)";"001327";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB";"0"
"00-00001328";"Светильник светодиодный потолочный встраиваемый наклонный, серия DSG-R, Белый, 10Вт, IP33, Нейтральный белый (4000-4500К)";"001328";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB";""
"00-00001329";"Светильник светодиодный потолочный встраиваемый наклонный, серия DSG-R, Белый, 10Вт, IP33, Теплый белый (3200К)";"001329";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB";"0"
"00-00001330";"Светильник светодиодный потолочный встраиваемый наклонный, серия DSG-R, Белый, 15Вт, IP33, Нейтральный белый (4000-4500К)";"001330";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB";""
"";"";"";"";"Акция";"";"";"";"";""
"";"";"";"";"Акция";"Светильники";"";"";"";""
"00-00001331";"Светильник светодиодный потолочный встраиваемый наклонный, серия DSG-R, Белый, 15Вт, IP33, Теплый белый (3200К)";"001331";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB";""
"00-00001226";"Светильник светодиодный потолочный встраиваемый , серия DW-DL, Белый, 7Вт, IP20, Нейтральный белый (4200К)";"001226";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1923.00";"RUB";""
"00-00001220";"Светильник светодиодный потолочный встраиваемый , серия DW-DL, Белый, 9Вт, IP20, Нейтральный белый (4200К)";"001220";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"2371.00";"RUB";""
"00-00001221";"Светильник светодиодный потолочный встраиваемый , серия DW-DL, Белый, 12Вт, IP20, Нейтральный белый (4200К)";"001221";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"2891.00";"RUB";""
"00-00001222";"Светильник светодиодный потолочный встраиваемый , серия DW-DL, Белый, 18Вт, IP20, Нейтральный белый (4200К)";"001222";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"3422.00";"RUB";"0"
"";"";"";"";"Акция";"";"";"";"";""
